Field1,Field2,Field3,Status
97,1,54,in-progress
19,54,33,in-progress
74,87,89,done
102,3,2,done
89,31,70,in-progress
92,93,10,done
34,7,26,pending
33,53,67,pending
102,76,85,done
30,66,34,done
93,82,7,done
95,61,72,done
71,65,64,pending
68,73,62,in-progress
41,94,95,done
74,61,94,pending
31,74,9,done
19,1,42,done
14,12,8,done
70,58,73,in-progress
41,51,79,done
32,9,11,done
25,87,1,in-progress
97,92,57,done
48,72,87,done
103,93,88,done
102,70,49,pending
21,77,40,done
18,2,13,done
12,50,18,done
68,71,19,pending
14,81,54,in-progress
74,16,55,in-progress
22,83,54,done
95,25,45,done
100,88,68,done
37,8,80,pending
90,75,76,done
55,34,52,in-progress
56,92,58,done
34,17,46,in-progress
20,1,40,done
79,18,14,done
97,8,75,done
35,38,86,done
70,99,97,done
80,98,76,done
55,85,81,in-progress
23,26,66,done
82,34,21,in-progress
96,13,28,in-progress
22,31,21,done
29,21,89,in-progress
86,57,71,in-progress
85,49,8,done
82,91,9,pending
95,74,13,done
60,88,54,in-progress
12,79,73,in-progress
25,35,80,done
52,51,90,done
23,83,95,in-progress
27,58,84,pending
80,24,49,done
50,98,64,pending
82,82,8,done
69,95,78,in-progress
83,87,93,in-progress
82,17,6,done
67,26,52,pending
84,3,8,pending
28,97,58,done
19,55,53,in-progress
59,35,31,in-progress
84,25,91,in-progress
44,71,15,in-progress
67,87,35,done
67,60,89,in-progress
40,93,71,done
22,57,97,pending
47,91,84,done
83,37,67,done
31,26,5,pending
49,18,73,pending
74,99,25,in-progress
34,26,46,pending
44,59,43,pending
79,25,51,in-progress
36,76,64,done
47,65,30,pending
110,31,40,pending
94,71,87,done
59,51,44,in-progress
70,15,61,done
32,55,96,in-progress
64,33,59,done
45,22,98,in-progress
94,89,90,done
17,35,40,pending
42,51,42,in-progress
72,58,66,in-progress
65,95,52,done
62,82,66,done
95,29,96,done
73,59,29,done
108,47,48,done
95,60,86,in-progress
35,76,90,pending
78,100,68,pending
24,30,28,in-progress
24,21,13,in-progress
110,5,61,in-progress
53,17,75,in-progress
96,44,84,done
85,46,72,done
101,70,20,done
41,42,68,done
109,56,38,done
83,79,17,done
72,42,98,pending
79,99,21,done
53,92,27,done
33,91,79,done
49,59,64,done
45,88,78,done
59,45,12,in-progress
60,98,57,in-progress
97,16,48,in-progress
98,99,54,done
59,79,76,in-progress
90,92,92,done
108,44,35,in-progress
40,47,67,pending
94,45,92,pending
79,93,99,done
84,43,32,pending
107,83,40,pending
37,99,84,in-progress
45,92,43,done
50,35,21,done
101,9,49,pending
27,26,80,pending
84,77,66,pending
55,27,47,done
43,23,51,in-progress
108,64,72,done
95,79,13,done
56,98,53,done
72,36,73,done
67,16,88,pending
80,42,71,in-progress
47,42,50,done
101,33,84,in-progress
47,42,53,done
67,22,41,in-progress
50,99,68,pending
15,43,75,pending
110,34,42,done
59,18,41,done
71,87,5,done
82,48,74,done
37,66,42,done
13,13,72,in-progress
107,58,40,pending
80,50,99,pending
37,89,37,done
45,44,16,in-progress
67,93,71,done
53,41,40,in-progress
16,98,76,in-progress
76,3,16,done
40,57,43,done
87,6,11,done
100,21,23,in-progress
39,27,34,in-progress
98,90,74,done
15,27,77,pending
102,98,58,done
24,36,61,in-progress
103,31,76,pending
90,60,30,done
20,35,15,done
102,72,30,done
59,51,90,pending
104,31,56,done
78,45,27,done
94,89,42,in-progress
58,15,53,done
47,12,43,done
22,32,4,done
50,90,93,in-progress
49,77,78,done
47,69,79,in-progress
64,14,51,done
84,24,5,done
109,2,50,in-progress
23,46,29,pending
40,37,31,pending
100,92,96,done
55,93,44,done
15,35,11,pending
45,50,25,done
35,97,82,done
109,24,93,in-progress
104,35,23,done
28,95,46,done
53,86,26,in-progress
16,35,72,done
44,45,75,done
83,57,59,pending
82,67,33,done
32,83,52,pending
24,88,75,done
107,83,30,pending
93,28,83,in-progress
18,28,84,done
88,83,96,done
75,83,60,in-progress
110,13,4,in-progress
38,86,42,done
13,49,56,done
18,37,49,done
31,46,28,done
60,38,5,pending
99,66,86,pending
87,97,52,in-progress
86,16,64,done
59,31,66,in-progress
81,29,74,done
96,50,24,done
82,96,71,pending
107,78,4,pending
79,82,91,done
41,86,24,in-progress
27,24,83,pending
104,61,59,done
42,73,57,pending
76,64,96,done
28,30,27,pending
74,94,100,done
12,41,43,in-progress
37,2,80,done
33,90,21,done
105,71,19,in-progress
36,33,71,in-progress
86,53,16,pending
64,42,41,done
76,5,76,in-progress
46,3,62,in-progress
101,95,95,done
67,82,58,pending
30,97,12,in-progress
77,21,47,done
78,86,68,pending
33,18,92,pending
51,98,84,done
57,35,57,in-progress
38,9,76,pending
89,7,22,in-progress
15,28,31,done
58,64,28,in-progress
48,74,71,pending
16,6,97,done
35,20,29,in-progress
109,15,85,pending
46,94,100,done
81,82,81,pending
39,89,94,done
64,14,20,in-progress
93,5,91,done
75,46,61,in-progress
60,27,8,in-progress
109,57,60,in-progress
39,15,69,in-progress
11,28,95,in-progress
63,93,55,pending
86,18,2,in-progress
109,26,92,done
84,12,69,in-progress
59,41,39,done
11,65,62,done
78,25,75,done
40,91,3,done
109,21,37,done
31,28,65,done
17,58,85,done
38,92,38,pending
86,20,33,in-progress
82,27,43,in-progress
60,97,47,pending
18,59,28,done
36,68,76,done
80,96,60,pending
73,28,64,pending
84,99,35,in-progress
31,56,61,in-progress
91,94,66,done
98,38,51,pending
61,80,18,pending
67,68,23,done
43,35,85,in-progress
55,13,65,done
12,59,33,in-progress
81,56,10,in-progress
13,43,69,in-progress
92,93,69,done
12,28,54,done
16,80,77,done
38,59,31,pending
71,67,27,done
81,19,98,done
41,57,84,pending
60,81,30,in-progress
95,34,9,pending
70,9,6,done
62,68,18,done
102,85,31,pending
48,94,31,in-progress
78,48,17,in-progress
90,96,7,pending
87,96,33,done
64,34,42,done
49,100,85,pending
97,70,57,done
17,57,18,done
34,96,7,pending
59,24,4,in-progress
92,5,48,pending
72,11,17,done
13,56,71,done
88,32,38,pending
58,57,17,pending
42,64,14,pending
39,58,78,in-progress
49,50,54,done
71,51,21,pending
13,28,42,done
98,21,93,pending
47,19,54,pending
29,3,99,in-progress
105,4,70,done
48,78,89,in-progress
95,4,50,done
23,100,22,pending
46,77,66,done
53,48,19,done
74,82,44,pending
46,92,65,pending
19,97,77,done
85,78,43,pending
40,40,12,done
89,41,54,pending
31,80,78,done
30,77,86,done
78,25,84,in-progress
46,39,29,in-progress
36,73,16,done
57,90,96,in-progress
22,28,58,done
102,51,10,done
29,16,23,done
44,22,29,done
34,78,58,pending
83,90,40,pending
42,16,24,pending
42,73,62,done
55,86,65,pending
105,53,27,done
87,12,21,done
24,61,86,pending
100,29,80,in-progress
18,81,28,done
106,77,30,pending
86,15,96,pending
11,14,64,done
45,51,91,done
64,54,33,pending
31,66,100,in-progress
27,61,47,done
24,80,66,in-progress
75,64,91,done
13,4,42,done
58,76,80,done
31,51,17,in-progress
75,13,19,done
68,6,17,in-progress
86,80,60,in-progress
19,26,61,done
69,51,57,done
53,22,70,in-progress
53,1,86,pending
102,68,40,done
41,92,98,done
51,48,85,in-progress
61,19,75,in-progress
51,38,81,pending
11,64,96,done
98,1,72,done
104,55,23,done
51,53,53,pending
17,15,41,done
64,75,91,done
53,68,39,pending
95,39,66,done
87,4,98,in-progress
72,96,18,done
24,99,43,pending
98,21,91,pending
81,93,52,pending
20,99,31,done
97,92,24,pending
95,95,36,pending
44,54,80,done
71,78,49,done
88,54,3,done
109,17,60,pending
63,38,78,pending
92,90,40,in-progress
67,12,10,pending
16,35,44,pending
73,33,44,done
62,31,57,done
17,95,86,done
22,59,9,done
88,47,38,in-progress
28,27,50,pending
87,62,3,pending
44,21,95,done
43,71,81,done
11,77,1,done
104,56,61,pending
63,49,16,done
72,2,87,done
92,7,49,done
56,59,45,in-progress
74,73,6,in-progress
64,27,50,done
81,21,66,pending
110,22,8,in-progress
94,1,77,done
41,78,42,done
72,46,71,done
23,75,66,in-progress
51,79,87,done
80,33,32,done
79,96,48,done
52,23,13,pending
41,83,42,done
96,66,7,pending
87,89,68,done
100,12,28,in-progress
52,13,3,in-progress
74,52,93,pending
69,20,83,pending
60,25,29,pending
71,80,42,done
27,55,87,done
69,90,75,done
53,12,76,in-progress
97,47,29,done
78,92,11,done
91,20,68,done
110,97,63,done
97,71,82,done
103,77,78,done
45,7,71,pending
31,21,37,done
54,71,5,in-progress
36,48,29,done
14,69,29,in-progress
45,96,96,pending
44,48,73,pending
110,22,24,in-progress
29,70,43,pending
16,88,48,done
29,91,65,done
69,25,48,done
71,85,3,done
74,18,4,in-progress
85,85,34,done
96,88,49,done
85,88,51,in-progress
63,4,23,pending
96,87,60,done
36,19,6,in-progress
24,46,23,done
68,72,95,done
57,17,9,done
67,3,79,pending
99,15,48,pending
80,2,91,pending
80,24,76,in-progress
79,90,71,pending
36,5,93,pending
66,56,91,pending
40,39,73,pending
28,69,38,done
105,91,27,done
109,41,100,in-progress
50,20,35,pending
42,53,21,done
11,58,47,done
100,50,92,in-progress
29,23,18,in-progress
26,25,46,in-progress
110,92,64,done
100,21,78,done
61,70,97,in-progress
74,19,12,done
43,56,83,pending
16,36,3,done
65,44,70,done
13,80,2,done
35,30,79,in-progress
19,43,64,pending
110,77,31,in-progress
104,90,46,done
74,2,40,done
36,79,73,done
56,10,96,done
94,49,5,pending
76,4,58,done
58,30,31,done
82,32,98,done
96,81,74,done
74,42,45,done
71,51,1,pending
49,100,98,pending
80,1,67,in-progress
105,94,58,in-progress
101,86,82,in-progress
29,34,49,pending
80,33,56,done
72,8,37,done
39,3,2,done
108,13,16,done
69,3,93,done
60,12,19,in-progress
59,74,81,pending
22,45,8,done
34,25,75,done
67,21,19,done
20,24,46,done
33,13,99,done
41,57,6,done
52,55,13,pending
74,95,97,in-progress
26,63,34,in-progress
104,33,5,done
12,41,79,done
27,85,67,done
80,4,66,done
95,93,78,done
86,15,10,done
71,3,72,done
52,27,32,pending
46,43,23,done
66,26,32,pending
92,51,56,done
96,6,96,done
47,35,56,done
16,54,27,in-progress
71,22,3,done
68,21,20,in-progress
56,90,99,pending
65,11,44,in-progress
83,77,100,in-progress
96,68,9,in-progress
64,47,94,done
109,79,48,in-progress
108,94,40,done
71,68,89,done
32,88,46,done
57,85,68,in-progress
19,4,95,done
31,61,20,done
97,11,89,pending
81,63,13,done
64,47,79,in-progress
78,74,18,done
77,64,3,done
62,19,20,pending
83,52,37,in-progress
70,26,80,done
68,30,15,done
104,33,41,done
80,58,40,done
110,46,32,pending
81,10,35,pending
80,88,88,pending
47,50,26,pending
72,64,84,pending
108,89,27,done
93,43,77,done
107,69,56,done
52,85,34,done
53,51,38,in-progress
52,30,11,in-progress
86,10,7,done
11,16,50,done
22,31,58,done
69,39,58,done
52,3,15,pending
97,13,8,in-progress
32,25,13,pending
31,12,10,done
53,41,68,pending
76,28,27,in-progress
28,48,54,pending
33,92,47,done
87,28,15,in-progress
60,62,96,done
48,33,2,done
15,48,10,done
98,22,59,done
40,24,22,in-progress
26,39,83,done
38,29,22,in-progress
98,88,49,in-progress
17,82,87,in-progress
52,78,10,pending
61,56,4,done
74,19,6,done
20,3,80,in-progress
31,64,85,in-progress
77,79,81,done
20,32,73,pending
20,45,24,done
38,17,48,in-progress
50,50,61,pending
98,58,43,pending
69,99,14,done
60,88,55,done
79,24,74,in-progress
35,20,53,done
32,89,87,done
27,75,97,done
95,24,50,pending
70,58,5,in-progress
52,71,11,done
83,17,89,pending
25,35,75,done
13,3,43,done
83,3,17,done
68,94,98,pending
49,27,100,pending
67,66,30,done
46,10,44,in-progress
59,13,30,done
85,25,7,pending
84,8,35,done
12,50,73,in-progress
82,37,64,done
34,46,62,pending
87,98,84,done
49,24,68,in-progress
51,62,22,pending
109,95,28,pending
44,63,79,in-progress
11,14,78,in-progress
19,87,78,done
16,42,46,pending
77,50,52,pending
11,87,28,in-progress
85,33,96,done
41,40,32,done
40,67,31,done
44,9,90,done
65,71,73,done
74,46,33,done
81,68,85,pending
14,60,24,in-progress
89,42,14,done
23,8,71,done
18,28,5,done
54,52,85,done
85,35,70,in-progress
40,67,27,done
85,78,84,done
25,40,76,pending
42,89,91,done
80,87,25,pending
87,70,56,pending
80,60,45,pending
22,48,53,done
89,48,76,pending
100,36,22,in-progress
59,42,41,in-progress
49,32,14,in-progress
64,7,31,done
44,53,26,pending
38,46,75,pending
22,62,5,pending
33,49,14,pending
106,64,95,done
73,42,4,in-progress
70,39,39,done
59,74,34,pending
79,35,31,pending
58,32,3,pending
37,76,7,in-progress
53,45,63,done
69,43,76,done
12,53,47,done
87,39,9,done
86,47,58,done
108,20,38,in-progress
47,69,23,in-progress
67,10,23,pending
17,25,34,pending
16,17,46,pending
21,45,12,pending
93,92,80,done
71,86,86,pending
83,53,19,done
13,25,66,done
55,10,68,done
28,9,34,done
22,82,27,in-progress
62,16,94,pending
62,13,59,in-progress
50,59,42,done
91,24,42,done
48,54,5,done
27,59,100,done
73,55,15,done
61,34,2,done
65,25,19,in-progress
94,21,62,pending
69,82,45,pending
51,83,59,pending
47,54,31,pending
81,77,96,done
24,13,2,pending
25,27,27,done
80,48,28,in-progress
83,36,61,in-progress
85,6,79,done
69,2,16,in-progress
90,53,55,pending
65,46,35,pending
26,26,82,pending
68,98,74,in-progress
12,74,59,done
81,59,29,done
74,48,31,pending
15,46,62,pending
64,16,93,done
71,30,87,done
82,46,34,done
39,83,99,in-progress
23,97,46,in-progress
45,7,53,pending
99,63,22,done
52,26,92,pending
80,51,15,done
65,60,59,done
56,78,70,in-progress
46,87,24,pending
75,62,32,pending
54,68,96,in-progress
79,42,39,in-progress
65,45,71,pending
95,69,62,in-progress
33,59,54,pending
90,71,15,in-progress
84,74,18,pending
71,82,71,in-progress
38,92,1,in-progress
32,54,50,in-progress
82,21,3,pending
11,94,81,done
109,76,33,in-progress
53,80,86,done
109,97,34,done
90,70,41,pending
25,15,53,pending
41,94,79,done
83,93,75,pending
57,100,3,done
48,10,100,in-progress
63,78,84,done
67,4,74,in-progress
57,9,11,done
77,88,15,done
88,39,88,in-progress
42,100,74,done
110,90,49,done
59,16,42,done
68,8,82,in-progress
44,88,2,in-progress
44,55,91,pending
82,23,59,done
16,78,38,done
60,70,61,done
28,88,23,done
18,6,34,done
94,26,23,in-progress
109,17,7,in-progress
25,30,33,pending
75,17,62,done
13,62,27,done
94,80,18,done
101,72,59,done
93,58,71,done
56,32,5,pending
47,11,82,done
91,72,29,done
17,82,99,pending
24,97,17,done
101,75,38,in-progress
36,13,97,done
47,41,32,in-progress
65,6,87,done
64,45,8,done
86,85,21,done
70,54,12,done
28,80,21,done
88,72,24,done
52,88,90,done
63,76,29,pending
97,33,25,pending
44,85,65,done
71,26,9,pending
87,23,36,done
27,43,19,done
90,35,94,pending
45,3,14,done
67,50,74,done
103,35,67,in-progress
14,28,96,done
14,32,77,in-progress
14,68,40,in-progress
73,39,80,pending
92,4,44,done
95,83,53,in-progress
64,87,47,done
51,51,93,done
11,80,37,done
39,18,93,in-progress
66,34,67,done
71,30,6,pending
15,76,82,pending
110,47,100,pending
96,29,60,done
43,76,100,done
101,61,31,pending
35,85,92,pending
13,26,7,done
73,100,48,done
70,17,38,done
59,86,49,in-progress
95,63,75,done
40,33,91,pending
65,57,23,done
47,13,21,pending
79,9,34,done
89,79,42,in-progress
79,31,57,done
44,46,16,pending
32,34,71,in-progress
104,33,1,done
30,37,35,done
58,23,45,done
90,79,12,done
91,65,63,in-progress
52,12,43,done
64,27,13,done
44,17,74,in-progress
87,76,57,in-progress
42,93,62,pending
46,30,44,pending
106,62,100,in-progress
70,20,19,done
75,40,100,pending
109,33,64,in-progress
86,82,64,pending
96,98,44,pending
77,88,51,done
81,15,31,pending
11,4,68,done
21,16,85,in-progress
23,63,18,in-progress
29,12,76,pending
39,70,15,done
22,49,76,done
88,57,92,pending
100,3,67,pending
95,39,38,in-progress
38,29,15,done
63,27,43,in-progress
55,55,51,in-progress
108,4,98,pending
45,8,15,done
67,4,8,pending
18,17,99,done
39,28,36,done
39,89,98,done
49,16,24,pending
74,84,70,done
72,19,44,done
83,98,6,in-progress
59,71,60,in-progress
86,52,65,done
46,54,59,done
69,76,53,in-progress
36,64,58,done
71,56,26,done
67,68,43,pending
95,76,95,pending
37,100,39,done
34,30,33,done
40,36,59,done
51,91,35,done
28,13,93,in-progress
76,65,7,done
21,60,49,pending
24,11,67,in-progress
67,23,47,in-progress
109,33,1,in-progress
108,19,9,done
63,100,23,in-progress
81,18,10,done
43,61,64,in-progress
21,16,35,in-progress
63,37,25,done
107,10,1,pending
68,45,15,pending
91,87,64,pending
96,79,8,in-progress
100,95,71,pending
22,93,81,done
57,46,40,in-progress
46,22,30,pending
93,34,70,done
101,55,39,pending
27,64,4,done
92,56,89,done
71,52,81,in-progress
37,83,36,pending
98,47,23,done
47,86,18,done
59,28,89,pending
41,75,81,done
100,67,43,pending
61,100,54,done
20,44,94,done
52,76,85,done
52,79,77,done
73,73,56,pending
60,22,7,in-progress
33,87,39,done
94,55,39,done
35,62,81,in-progress
84,55,86,pending
102,100,50,done
90,54,11,pending
87,98,67,done
78,10,69,done
99,38,3,pending
105,78,21,done
74,36,54,done
103,37,8,done
18,82,98,pending
104,63,2,done
91,57,90,done
45,31,26,in-progress
56,1,50,in-progress
84,98,31,pending
28,61,82,in-progress
99,47,77,done
67,49,96,done
66,56,27,in-progress
73,63,95,pending
92,30,50,in-progress
58,48,32,in-progress
57,45,81,done
64,34,59,in-progress
65,62,72,done
90,3,53,pending
13,20,96,done
22,30,3,pending
51,57,32,done
80,70,57,done
78,42,58,pending
103,79,40,pending
110,55,98,done
24,67,71,pending
75,26,88,in-progress
50,14,55,done
47,80,49,done
14,66,53,pending
23,96,54,pending
19,44,90,pending
11,24,79,done
29,35,57,done
65,77,85,done
28,65,94,done
74,98,60,done
73,41,87,done
45,65,66,done
53,75,28,in-progress
46,88,97,done
21,62,30,done
105,93,23,in-progress
33,67,91,in-progress
81,19,12,done
51,95,58,pending
24,77,89,done
99,99,21,done
30,51,21,done
16,7,57,done
29,8,92,done
99,64,56,done
28,75,94,done
14,68,11,in-progress
29,67,58,in-progress
86,43,39,done
16,74,87,done
67,59,64,done
86,70,20,done
48,67,95,pending
54,2,30,in-progress
95,44,28,pending
86,42,78,done
60,60,18,in-progress
71,18,63,pending
97,62,74,pending
29,20,37,done
68,95,37,done
78,13,80,in-progress
29,47,28,done
75,20,100,done
108,87,15,done
78,26,72,pending
52,8,56,done
54,38,100,done
49,5,6,done
83,48,62,done
59,72,35,pending
64,29,88,pending
107,34,19,done
109,12,76,done
53,34,37,done
40,12,9,pending
84,70,35,done
24,100,7,pending
15,8,95,in-progress
91,18,25,pending
63,99,59,pending
79,66,72,done
29,84,55,pending
70,86,77,done
48,11,60,in-progress
21,13,5,done
46,36,38,done
13,98,70,pending
24,100,60,done
52,96,93,done
71,76,98,in-progress
93,37,39,done
50,50,65,pending
66,22,90,done
83,40,66,pending
36,80,41,done
90,91,21,done
45,80,10,pending
102,51,5,done
58,41,1,done
12,70,43,done
61,28,9,done
70,91,71,in-progress
56,28,97,done
51,9,3,pending
21,58,67,done
39,33,43,pending
42,92,2,pending
55,81,52,in-progress
76,88,70,in-progress
98,52,35,done
30,90,35,in-progress
28,23,63,done
57,72,43,pending
51,67,57,done
53,93,87,pending
88,45,76,pending
95,84,35,in-progress
17,47,26,done
82,10,74,done
21,67,29,done
98,87,58,pending
50,82,95,done
42,79,81,done
74,3,62,done
43,33,35,done
92,90,16,pending
76,93,31,done
17,67,3,pending
29,85,39,in-progress
87,17,20,in-progress
91,48,68,done
100,49,10,in-progress
84,100,58,pending
14,87,64,done
72,24,87,done
55,15,67,done
58,55,37,done
72,8,31,in-progress
28,87,91,done
54,47,41,done
15,21,24,in-progress
81,78,76,done
67,32,98,pending
35,78,6,in-progress
65,89,27,done
62,86,66,done
50,25,77,in-progress
54,41,33,done
19,94,65,in-progress
94,51,51,done
89,73,83,pending
14,65,28,done
50,3,87,in-progress
92,62,44,pending
78,45,61,in-progress
105,65,27,done
46,74,1,done
30,36,64,pending
32,80,85,in-progress
89,35,64,in-progress
88,4,20,done
34,31,98,done
95,60,92,pending
100,1,23,done
15,52,27,pending
110,7,55,pending
46,77,91,done
26,7,6,pending
50,97,42,pending
15,4,16,in-progress
59,17,34,done
25,64,40,done
81,8,27,done
17,22,55,done
76,24,14,in-progress
13,58,34,pending
76,86,17,done
36,1,12,pending
92,20,24,pending
60,1,72,done
107,100,38,done
73,59,66,pending
83,69,72,in-progress
46,40,84,done
104,78,98,done
72,61,7,done
63,9,96,pending
34,6,11,in-progress
77,21,59,done
106,64,72,in-progress
107,67,4,in-progress
18,17,44,done
26,8,35,in-progress
60,97,88,done
24,93,36,done
99,43,1,done
107,58,47,in-progress
99,22,72,done
62,76,15,done
38,50,20,done
70,38,43,in-progress
52,44,43,pending
108,30,83,in-progress
99,75,45,done
13,27,11,in-progress
14,39,62,pending
26,45,20,done
90,71,40,in-progress
37,24,20,in-progress
94,30,11,done
33,38,15,done
72,43,92,done
69,30,39,done
15,97,58,in-progress
56,40,11,pending
88,94,86,done
12,34,9,in-progress
73,89,99,done
95,6,90,done
54,18,20,in-progress
21,47,70,pending
88,89,79,done
29,78,26,pending
18,45,69,in-progress
52,51,12,done
94,38,8,done
39,52,34,in-progress
48,39,90,pending
14,95,41,pending
49,23,12,done
11,4,85,done
38,39,35,in-progress
47,48,51,done
54,18,73,done
20,66,36,pending
63,68,24,in-progress
19,59,61,done
95,44,22,done
87,17,88,done
66,43,6,done
32,82,55,in-progress
51,11,99,in-progress
49,4,59,done
15,79,67,pending
84,89,67,done
60,81,76,done
110,56,26,in-progress
61,100,63,pending
62,94,69,done
87,78,54,done
33,71,57,done
72,5,30,pending
27,47,91,done
101,68,54,pending
95,9,45,in-progress
22,60,14,done
39,74,88,done
32,2,43,pending
77,54,85,done
68,28,78,in-progress
17,16,82,done
80,66,36,done
71,7,71,in-progress
65,94,100,done
28,73,62,in-progress
76,58,89,done
46,43,32,done
32,30,12,pending
28,19,59,pending
56,20,36,done
48,4,47,done
69,52,90,pending
40,22,10,done
97,2,84,done
110,90,90,in-progress
86,20,29,done
109,26,58,done
45,73,56,done
92,56,99,pending
40,81,30,in-progress
55,99,78,pending
14,56,35,pending
19,35,18,done
107,4,82,done
38,74,7,in-progress
82,33,2,in-progress
49,36,93,in-progress
61,46,52,done
19,70,100,pending
104,28,99,done
67,4,7,done
67,35,53,done
80,98,47,in-progress
109,81,49,done
36,12,18,pending
58,22,8,pending
90,48,57,in-progress
32,96,87,in-progress
86,33,74,done
25,71,71,pending
108,10,1,done
96,56,79,pending
44,69,69,pending
28,51,52,pending
84,66,38,pending
99,89,98,pending
23,65,52,done
31,31,8,done
107,68,82,in-progress
110,90,55,done
106,56,69,pending
76,71,50,done
29,53,43,pending
108,64,71,pending
60,32,99,in-progress
32,15,90,pending
58,31,90,done
51,58,81,done
105,47,95,pending
14,86,59,in-progress
94,94,26,in-progress
102,33,57,done
28,15,75,done
41,62,62,in-progress
66,3,79,pending
96,24,11,done
43,46,30,pending
37,12,25,done
56,6,66,in-progress
51,27,94,in-progress
25,10,57,in-progress
101,55,67,done
80,99,87,done
35,33,100,done
105,32,76,in-progress
23,23,94,done
93,91,63,pending
11,39,51,pending
40,31,47,done
103,79,63,done
35,18,84,in-progress
75,31,55,done
22,95,95,done
20,94,8,in-progress
90,95,40,in-progress
84,24,55,done
85,19,6,done
32,15,17,done
14,56,36,done
79,67,65,done
77,48,43,done
11,22,8,done
19,100,72,done
55,45,87,done
62,89,7,in-progress
49,94,97,done
19,43,1,done
63,48,26,in-progress
45,22,76,done
87,68,18,done
43,69,73,done
34,99,49,done
110,87,34,done
97,3,70,done
58,94,9,in-progress
32,41,90,in-progress
98,10,90,done
70,59,32,done
18,88,57,in-progress
24,67,52,in-progress
85,61,53,in-progress
23,44,42,in-progress
83,55,27,pending
26,35,4,in-progress
67,96,43,done
30,67,26,done
16,16,79,done
75,83,27,pending
16,71,57,in-progress
29,76,52,in-progress
100,98,80,in-progress
69,20,51,in-progress
36,50,91,done
46,94,24,done
94,16,86,done
22,35,81,in-progress
20,35,34,done
95,15,53,in-progress
49,79,3,pending
72,23,88,pending
19,18,19,done
78,73,42,pending
26,10,48,done
106,36,66,pending
15,36,50,pending
18,27,96,done
54,96,6,done
80,73,41,in-progress
46,9,92,pending
67,99,95,in-progress
29,7,11,pending
102,70,3,in-progress
79,62,75,done
104,31,11,pending
72,39,78,done
108,40,40,pending
63,67,100,pending
74,61,53,in-progress
41,43,13,pending
52,18,52,done
57,99,50,done
78,93,73,pending
43,42,96,done
45,99,58,done
61,89,98,in-progress
37,81,86,done
86,5,88,in-progress
60,83,3,in-progress
24,60,49,done
89,60,11,in-progress
57,19,62,done
80,35,10,pending
109,18,94,done
33,34,63,in-progress
21,75,33,done
90,27,51,pending
88,8,3,in-progress
95,61,44,pending
104,68,95,in-progress
97,66,49,done
17,94,48,done
71,81,19,in-progress
56,16,7,done
71,15,68,done
109,81,43,done
44,12,32,pending
108,28,71,pending
20,11,5,in-progress
101,21,94,done
105,92,78,done
108,30,25,pending
18,40,90,pending
54,84,21,done
101,17,7,done
35,32,52,done
58,33,76,pending
75,88,2,pending
95,63,57,in-progress
53,76,87,pending
67,62,7,pending
36,59,30,done
21,12,63,done
96,87,64,pending
33,38,28,done
31,80,72,in-progress
48,12,38,in-progress
31,87,85,in-progress
39,49,99,in-progress
29,28,37,done
52,29,15,done
77,82,16,in-progress
48,62,11,pending
59,50,17,pending
44,34,28,pending
16,93,39,pending
31,9,19,done
17,55,4,done
56,40,97,pending
68,13,74,pending
27,98,51,in-progress
66,69,97,in-progress
89,60,68,pending
31,84,52,done
70,8,97,in-progress
102,7,58,in-progress
73,94,52,pending
77,15,54,pending
